scene_idx,scene_id,algo,snr_db,K,modulation,gain_err_dB,phase_err_deg,mutual_coupling,position_err_pct,rmspe_deg,elapsed_s,true_deg,est_deg
779,779,music,4.398705959320068,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,48.30032543034282,0.0004677500110119581,-32.9260;-24.6658;-15.1290,+15.1635;+23.4274;+33.5866
704,704,music,4.3419060707092285,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,13.022888250627894,0.0004704580642282963,-25.5906;-1.6149;+9.8349,-9.7156;+1.6562;+25.5216
975,975,music,-9.936850547790527,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,19.089287010653063,0.0004738329444080591,-39.8799;+35.2141;+41.6213,-40.0909;+2.2892;+38.6029
785,785,music,-3.1365206241607666,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,16.96973271512209,0.00047037494368851185,-55.7558;-4.9715;+36.2949,-36.3152;+4.7817;+56.0650
333,333,music,-6.742922782897949,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,11.484207595877196,0.0004688749322667718,-23.4518;-3.2419;+10.2177,-9.9956;+3.1047;+23.4204
522,522,music,5.659712314605713,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,31.6365491965198,0.00047016702592372894,-5.3064;+19.5680;+32.5648,-32.2115;-19.5315;+5.1793
444,444,music,-1.8457200527191162,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,21.25340666314413,0.00046662508975714445,-26.4210;-18.4223;+21.9529,-21.8152;+17.8667;+26.0777
458,458,music,17.564062118530273,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,52.11255461696821,0.00046633300371468067,-57.3232;-43.9885;+39.1244,-38.0823;+43.0752;+53.1552
714,714,music,13.128750801086426,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,36.854517312984385,0.0004683330189436674,-33.6855;-22.5338;+1.5482,-1.5296;+22.4201;+33.4843
904,904,music,-5.684854030609131,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,6.387151262798012,0.0004681670106947422,-20.6894;-5.2702;+22.8588,-22.7972;+5.3074;+20.3975
930,930,music,18.251625061035156,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,33.289276283573564,0.00048325001262128353,-5.3429;+21.6113;+32.7685,-32.4431;-21.3372;+5.4642
146,146,music,10.919323921203613,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,37.17313986632082,0.00047054095193743706,-50.9242;+31.8925;+41.5264,-41.1363;-31.2068;+49.7851
67,67,music,2.6831228733062744,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,55.33212360948928,0.0004671249771490693,-52.2757;-28.7817;-24.6184,-55.5725;+28.4575;+52.1783
339,339,music,3.242947578430176,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,34.48574813550692,0.0004695409443229437,-29.1232;-19.0717;-3.4184,+3.4646;+19.1652;+28.8891
355,355,music,8.98538589477539,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,58.14550287874541,0.0004653339274227619,+12.6587;+32.6701;+41.5568,-41.5732;-32.5153;-12.7796
729,729,music,-2.2012128829956055,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,76.10938522054003,0.00046758295502513647,+6.7183;+47.7537;+57.1095,-57.4849;-48.2204;-6.4896
968,968,music,16.347951889038086,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,32.24127944117576,0.0004663750296458602,-12.3284;+12.1364;+47.7718,-47.8705;-12.2190;+12.2462
670,670,music,14.969233512878418,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,11.396436067781547,0.000469875056296587,-37.7665;-9.2644;+42.6385,-42.5151;+9.2525;+37.7180
474,474,music,4.148244857788086,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,41.35168817092624,0.000470832921564579,-52.9857;-16.5996;+8.5291,-8.7473;+16.7545;+53.9202
45,45,music,4.37467622756958,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,66.08019600825087,0.0004767079371958971,-51.9415;-38.4078;-34.4551,-48.5422;+36.2505;+52.2304
626,626,music,-7.33290958404541,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,14.101490408787566,0.0004653750220313668,-38.9618;+12.1968;+38.0153,-38.8082;-12.1989;+39.1909
452,452,music,12.112217903137207,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,19.301849949743453,0.0004672079812735319,-21.7657;-16.5370;+17.6909,-17.5172;+16.3810;+21.6957
688,688,music,16.28870391845703,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,44.1257775279427,0.0004677909892052412,-2.6956;+27.7052;+39.8603,-40.1950;-27.5703;+2.7166
716,716,music,19.505685806274414,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,50.35555804620317,0.0004687500186264515,-49.5175;-34.7816;+11.9441,-11.9040;+34.5407;+49.1824
405,405,music,7.779823303222656,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,33.885624952009984,0.0004736249102279544,-28.4667;-23.0719;+54.7599,-54.0263;+22.6363;+28.2613
81,81,music,-1.445763349533081,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,42.463090928628816,0.00046966702211648226,+6.3468;+25.4409;+31.6988,-31.5318;-24.5983;-6.6501
342,342,music,17.056554794311523,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,55.12935423019586,0.0004697090480476618,-5.8585;+37.6171;+49.2271,-47.5420;-36.4989;+5.7869
971,971,music,2.689777135848999,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,35.507873351552675,0.00046745792496949434,-59.6061;-4.3574;+16.5389,-16.4940;+4.2535;+59.5462
526,526,music,12.645087242126465,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,43.070401003931345,0.00046862498857080936,-52.5991;-21.3568;+9.0818,-8.9887;+21.2009;+52.1184
7,7,music,12.101691246032715,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,16.681062021337734,0.00046862498857080936,-1.9132;+6.0963;+20.5177,-20.6300;-5.7889;+1.9921
951,951,music,7.05667781829834,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,20.358151375314623,0.00047595903743058443,-32.4505;-17.0711;+25.9076,-25.9504;+16.9973;+32.2682
950,950,music,-1.9045294523239136,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,32.57322519366666,0.00047016702592372894,-33.7933;-26.4876;+20.7348,-20.4791;+26.7127;+33.9825
447,447,music,3.1432371139526367,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,52.94247719616891,0.00046850007493048906,-53.9907;-18.5066;-5.3768,+5.2852;+18.4248;+54.0468
708,708,music,-3.1641013622283936,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,30.986492567316716,0.0004689579363912344,-22.4842;-9.2179;+57.6904,-58.1931;+9.2665;+22.1421
277,277,music,8.36885929107666,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,43.27977531806359,0.0004677500110119581,-4.2886;+0.1725;+57.2284,-57.3400;-0.3232;+4.2687
595,595,music,-7.653040885925293,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,6.877312368367041,0.00047379208263009787,-55.1129;-5.4270;+52.3568,-51.9462;+5.5421;+55.7543
410,410,music,-6.250168800354004,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,55.412410382327984,0.0004674589727073908,-34.5903;-29.5420;+9.4201,-9.2852;+31.7216;+78.8322
851,851,music,1.2441574335098267,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,38.663422206704674,0.00046658399514853954,+0.2406;+14.3793;+42.6081,-42.4160;-14.5034;-0.1795
84,84,music,7.035104751586914,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,26.47909936686196,0.00047270802315324545,-56.4398;-10.1272;+27.5184,-27.4407;+10.1257;+56.7126
963,963,music,-9.237277030944824,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,16.902253508359188,0.00046737503726035357,-55.3187;-7.8438;+38.3421,-38.2015;+8.0586;+55.9823
33,33,music,-0.65463787317276,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,14.769841369950544,0.0004714159294962883,-22.6128;-1.6547;+4.9129,-4.7077;+1.6633;+22.8807
348,348,music,6.392550945281982,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,50.94066176971115,0.0004711250076070428,-16.3226;+34.2439;+56.3708,-55.3114;-33.8497;+16.0224
305,305,music,1.0434808731079102,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,16.257913446238522,0.0004680840065702796,-25.7551;-2.6222;+6.0626,-6.2811;+2.6054;+25.7195
74,74,music,12.836767196655273,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,11.83085420255303,0.0004675420932471752,-24.4098;-5.4204;+11.9826,-11.9926;+5.3064;+24.2568
830,830,music,13.75110912322998,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,79.5440182946459,0.0004675419768318534,-54.9641;-40.8093;-26.0556,+25.9577;+36.1470;+54.6360
185,185,music,5.594683647155762,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,75.49486360302618,0.0004688750486820936,+29.7928;+52.5068;+59.3603,-49.2673;-29.1956;-5.2356
13,13,music,13.644891738891602,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,63.306061747228085,0.00046733394265174866,+12.9293;+33.3691;+48.1968,-48.4693;-33.7751;-12.9984
538,538,music,-9.10428237915039,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,41.35694029453421,0.0004704580642282963,-57.6250;-35.4658;+52.0751,-52.1251;+35.6609;+58.5500
972,972,music,10.068283081054688,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,58.906416837898476,0.0004689579363912344,+18.8181;+23.2176;+27.4430,-71.6732;-21.2750;+11.8982
147,147,music,17.517017364501953,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,45.88206000187481,0.0004677909892052412,-42.6317;-23.1030;-3.6523,+3.5978;+22.7725;+41.8863
224,224,music,10.426427841186523,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,29.22835279811251,0.00046912499237805605,-27.9756;+21.5577;+46.8136,-46.7166;-21.4963;+27.8922
183,183,music,12.44894027709961,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,11.800630106722004,0.0004677079850807786,-22.4019;+7.6861;+12.6700,-12.8473;-7.4846;+22.4844
709,709,music,-1.6193486452102661,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,39.43392019525804,0.00047095795162022114,-30.8317;-24.2196;-3.6604,+3.9795;+24.3344;+29.4423
504,504,music,0.8878299593925476,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,58.64660739454927,0.0004682079888880253,+31.9109;+36.7190;+42.9176,-40.1803;-33.3507;+57.4563
650,650,music,14.116240501403809,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,24.236256992472555,0.0004704589955508709,-21.7200;+20.3775;+29.3284,-28.9454;-20.2686;+21.7205
117,117,music,11.262825012207031,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,32.758275729822095,0.0004689580528065562,-33.1294;-28.2224;+38.1818,-38.2032;+28.0632;+33.1315
129,129,music,-6.061011791229248,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,36.25339371295011,0.00047099997755140066,-16.3010;+16.7548;+53.8295,-53.9651;-16.2385;+15.9377
27,27,music,16.677709579467773,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,29.470188439962616,0.0004677909892052412,-21.7515;+3.3615;+57.2521,-58.0354;-3.2893;+21.9716
956,956,music,3.347540855407715,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,51.911758601813226,0.00046920799650251865,-2.8491;+35.7313;+41.4301,-41.7748;-35.5239;+2.8039
901,901,music,11.805641174316406,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,81.2120432859689,0.0004682079888880253,+27.5582;+39.5174;+56.1275,-54.9798;-38.0280;-27.3014
822,822,music,-8.341195106506348,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,37.50422626293059,0.00046795897651463747,-59.9384;+8.5836;+15.6683,-11.7932;+15.1658;+58.7776
757,757,music,15.665715217590332,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,48.19191310129356,0.00046616699546575546,-54.5971;-25.9527;+8.3567,-8.3222;+25.9158;+54.5701
558,558,music,11.645391464233398,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,86.75562570889193,0.0004670419730246067,-56.3769;-49.9701;-24.3795,+24.0877;+48.9041;+55.1751
567,567,music,13.551056861877441,3,0,0.0999755859375,1.0,0.0200042724609375,1.0,68.34858383338988,0.00046758295502513647,-53.6464;-36.7344;-12.1532,+12.0058;+36.5930;+53.6303
